Date,Day,Students_Expected,Meals_Prepared,Meals_Served,Previous_Waste_KG,Avg_Waste_Last_7Days,Holiday,Special_Event,Meal_Type,Food_Waste_KG
2025-05-01,Thursday,529,591,468,9.14,10.82,No,No,Dinner,15.38
2025-05-02,Friday,401,435,362,15.38,10.8,No,No,Breakfast,8.53
2025-05-03,Saturday,493,520,470,8.53,10.88,No,No,Lunch,6.8
2025-05-04,Sunday,458,525,419,6.8,11.26,No,No,Lunch,13.41
2025-05-05,Monday,484,536,479,13.41,11.02,No,No,Breakfast,10.38
2025-05-06,Tuesday,681,763,602,10.38,12.17,No,No,Lunch,21.52
2025-05-07,Wednesday,473,509,436,21.52,13.15,No,No,Dinner,16.05
2025-05-08,Thursday,367,409,360,16.05,12.12,No,No,Breakfast,8.14
2025-05-09,Friday,606,650,534,8.14,12.89,No,No,Lunch,13.94
2025-05-10,Saturday,298,316,279,13.94,13.13,No,No,Breakfast,8.49
2025-05-11,Sunday,735,788,706,8.49,12.51,No,Yes,Lunch,9.06
2025-05-12,Monday,341,373,289,9.06,13.02,Yes,Yes,Lunch,13.91
2025-05-13,Tuesday,655,725,581,13.91,12.74,No,No,Lunch,19.61
2025-05-14,Wednesday,280,308,252,19.61,12.17,Yes,No,Dinner,12.07
2025-05-15,Thursday,730,810,676,12.07,12.77,No,No,Lunch,12.3
2025-05-16,Friday,690,740,642,12.3,12.68,No,No,Lunch,13.32
2025-05-17,Saturday,347,379,338,13.32,12.45,No,No,Dinner,6.89
2025-05-18,Sunday,377,400,334,6.89,12.48,No,No,Lunch,9.23
2025-05-19,Monday,524,560,440,9.23,12.71,No,No,Dinner,15.57
2025-05-20,Tuesday,562,582,513,15.57,11.6,No,No,Dinner,11.84
2025-05-21,Wednesday,427,460,388,11.84,10.86,No,No,Breakfast,6.84
2025-05-22,Thursday,643,738,575,6.84,11.58,No,No,Lunch,17.37
2025-05-23,Friday,490,539,477,17.37,11.68,No,No,Dinner,14.01
2025-05-24,Saturday,251,262,211,14.01,11.93,No,No,Breakfast,8.62
2025-05-25,Sunday,622,676,579,8.62,12.53,No,Yes,Lunch,13.46
2025-05-26,Monday,708,806,674,13.46,12.48,No,No,Lunch,15.21
2025-05-27,Tuesday,179,190,167,15.21,11.88,Yes,No,Breakfast,7.62
2025-05-28,Wednesday,194,215,185,7.62,12.09,Yes,No,Dinner,8.31
2025-05-29,Thursday,703,734,617,8.31,12.28,No,No,Lunch,18.74
2025-05-30,Friday,284,324,246,18.74,11.99,Yes,No,Lunch,11.97
